,arabizi,arabic,from_source
2406,fakou,فاقو,0
2407,momathl,ممثل,0
2408,rjaana,رجعنا,0
2409,9athaya,قضايا,0
2410,wa3d,وعد,0
2411,hayawanat,حيوانات,0
2412,tfol,طفل,0
2413,hathouma,هاذوما,0
2414,elarb3a,الاربعة,0
2415,li2annou,لانو,0
2416,mahom,ماهم,0
2417,ghoul,غول,0
2418,marrah,مره,0
2419,montakhab,منتخب,0
2420,tafaha,تفاهة,0
2421,elo3ba,اللعبة,0
2422,t3amlou,تعملوا,0
2423,elmethliyin,المثليين,0
2424,bilkethb,بالكذب,0
2425,ahwel,أحوال,0
2426,mathwah,مثواهم,0
2427,edawra,الدورة,0
2428,as7ab,اصحاب,0
2429,w2insha2,وانشاء,0
2430,wafat,وفاة,0
2431,elhadaf,الهدف,0
2432,bitakrir,بالتكركير,0
2433,5oza3balat,خزعبلات,0
2434,da3wa,دعوة,0
2435,bakou,باكو,0
2436,ajr,اجر,0
2437,tijara,تجارة,0
2438,bilmel7,الملح,0
2439,3ir9,عرق,0
2440,3anha,عنها,0
2441,el3ala2,العلاء,0
2442,yastad,يصطاد,0
2443,corona,كرونا,0
2444,hakika,حقيقة,0
2445,lwa9a3,الواقع,0
2446,zadet,زادت,0
2447,lmelyar,المليار,0
2448,etayeb,الطيب,0
2449,bari,بري,0
2450,5edmet,خدمت,0
2451,rousna,روسنا,0
2452,el5athra,الخضراء,0
2453,elghir,الغير,0
2454,mahomch,مهمش,0
2455,wynaamhom,وينعمهم,0
2456,lakhor,الآخر,0
2457,bayna,باينة,0
2458,l3rab,العرب,0
2459,lekhwamjiya,الخوامجية,0
2460,chahrin,شهرين,0
2461,zibla,زبلة,0
2462,ybashbesh,يبشبش,0
2463,hobbou,حبو,0
2464,hadith,حديث,0
2465,essebt,السبت,0
2466,ri2assi,رئاسي,0
2467,hathaka,هذاكة,0
2468,lkit,لقيت,0
2469,jaydan,جيدا,0
2470,elidariya,الادارية,0
2471,awbash,اوباش,0
2472,bthamir,بضمير,0
2473,jabak,جابك,0
2474,wehlou,وحلو,0
2475,hisham,هشام,0
2476,alarwah,الأرواح,0
2477,nhess,نحس,0
2478,wiladi,ولادي,0
2479,manthouma,منظومة,0
2480,li2anhom,لانهم,0
2481,ada,أداء,0
2482,nakabat,نقابات,0
2483,netmanna,نتمنى,0
2484,afrej,افرج,0
2485,layam,الايام,0
2486,ykhalsou,يخلصو,0
2487,hizam,حزام,0
2488,etkarkir,التكركير,0
2489,wyoskonha,ويسكنها,0
2490,tari9ek,طريقك,0
2491,welmeshishi,والمشيشي,0
2492,fat,فات,0
2493,fa9et,فاقت,0
2494,liha,ليها,0
2495,sma3,سمع,0
2496,na,نا,0
2497,ta3thib,التعذيب,0
2498,tetkalem,تتكلم,0
2499,lwejh,لوجه,0
2500,a9oul,اقول,0
2501,bou9,بوق,0
2502,9emma,قمة,0
2503,ennejm,النجم,0
2504,lamnya,الامنية,0
2505,lmosal7a,المسلحة,0
2506,3ashet,عاشت,0
2507,5anha,خانها,0
2508,nass,نص,0
2509,ya3rafsh,يعرفش,0
2510,joz2,جزء,0
2511,ta7wir,تحوير,0
2512,mouwaf9a,موافقة,0
2513,fawtha,فوضى,0
2514,jebt,جبت,0
2515,mouhimma,مهمة,0
2516,isti9altek,استقالتك,0
2517,normal,نورمال,0
2518,thletha,ثلاث,0
2519,sarf,صرف,0
2520,a3malek,اعمالك,0
2521,elougha,اللغة,0
2522,wta9dir,والتقدير,0
2523,chnoua,شنوه,0
2524,ghirou,غيرو,0
2525,annha,أنها,0
2526,el9ourouth,القروض,0
2527,injaz,انجاز,0
2528,elmouwaf9a,الموافقة,0
2529,ra7,راح,0
2530,l9ayss,لقيس,0
2531,lkan,لكان,0
2532,wy9oul,ويقول,0
2533,iste9rar,الاستقرار,0
2534,cha3bawiya,الشعبوية,0
2535,laken,لاكن,0
2536,ghrab,غراب,0
2537,kolha,قلها,0
2538,erahma,الرحمة,0
2539,tafha,تافهة,0
2540,lada,لدى,0
2541,bilbahi,باللهي,0
2542,sabala,سبالة,0
2543,mourou,مورو,0
2544,lfirdawss,الفردوس,0
2545,yaawnek,يعاونك,0
2546,elkanat,القناة,0
2547,loul,لول,0
2548,yathrbou,يضربو,0
2549,ta5ou,تاخو,0
2550,monhatt,منحط,0
2551,ahzeb,احزاب,0
2552,haliyan,حاليا,0
2553,ya3nik,يعينك,0
2554,kotla,كتلة,0
2555,w9alb,وقلب,0
2556,last,لست,0
2557,sbahkom,صباحكم,0
2558,brahmatikom,برحمته,0
2559,lmatloub,المطلوب,0
2560,eljounoud,الجنود,0
2561,majmouaa,مجموعة,0
2562,baramej,برامج,0
2563,akher,أخر,0
2564,ta8yiir,تغيير,0
2565,li2annaha,لانها,0
2566,dorouss,دروس,0
2567,saghira,صغيرة,0
2568,fosfat,فسفاط,0
2569,mojrem,مجرم,0
2570,zay,زي,0
2571,zaama,زعمه,0
2572,l5yena,الخيانة,0
2573,sabr,صبر,0
2574,nadi,نادي,0
2575,jaya,جاية,0
2576,mostaqil,مستقل,0
2577,inshallah,انشاله,0
2578,asl,أصل,0
2579,mad,مد,0
2580,sel3a,سلعة,0
2581,ji3an,جيعان,0
2582,lhall,لحل,0
2583,elkhommaj,الخماج,0
2584,watha,واذا,0
2585,winek,وينك,0
2586,tha9afa,ثقافة,0
2587,ommi,امي,0
2588,lhoukouma,الحكومه,0
2589,yeddou,يدو,0
2590,essilah,السلاح,0
2591,tekseb,تكسب,0
2592,mahish,مهيش,0
2593,ridha,رضا,0
2594,chahr,الشهر,0
2595,3onwan,عنوان,0
2596,kawanin,قوانين,0
2597,lilrayiss,للرئيس,0
2598,eshamal,الشمال,0
2599,y3adi,يعدي,0
2600,ettayara,الطيارة,0
2601,bkowwa,بقوة,0
2602,salim,سليم,0
2603,taraji,ترجي,0
2604,m3ana,معنا,0
2605,elakhira,الأخيرة,0
2606,ettahana,الطحان,0
2607,8al9,غلق,0
2608,elghannoushi,الغنوشى,0
2609,ted3am,تدعم,0
2610,elfiranciya,الفرنسية,0
2611,3arf,عرف,0
2612,ysakrou,يسكرو,0
2613,tali,تالي,0
2614,arbaa,أربعة,0
2615,tethalel,تتحل,0
2616,intahat,انتهت,0
2617,lahi,لاهي,0
2618,9ati3,قطيع,0
2619,malek,مالك,0
2620,sidhom,سيدهم,0
2621,petrol,بترول,0
2622,tha7iya,ضحية,0
2623,el3abath,العبث,0
2624,lerhabi,الارهابي,0
2625,ktb,كتب,0
2626,fa9d,فقد,0
2627,kontom,كنتم,0
2628,mazelna,مازلنا,0
2629,yfarah,يفرح,0
2630,ija,ايجا,0
2631,hasibkom,حسيبكم,0
2632,mazalet,مزالت,0
2633,elbass,البص,0
2634,s3iba,صعيبة,0
2635,wa9f,وقف,0
2636,shiyam,شيم,0
2637,saket,ساكت,0
2638,arfek,عرفك,0
2639,etharbek,الضرب,0
2640,nour,نور,0
2641,wkhali,وخلي,0
2642,macron,ماكرون,0
2643,sayr,سير,0
2644,chahed,شاهد,0
2645,afthel,افضل,0
2646,abou,ابو,0
2647,woki,وكي,0
2648,tahiyati,تحياتي,0
2649,khouf,خوف,0
2650,dakika,دقيقة,0
2651,enozoul,النزول,0
2652,hkoumat,الحكومات,0
2653,essa3a,الساعة,0
2654,t3ani,تعاني,0
2655,edawla,للدولة,0
2656,elmarhoum,المرحوم,0
2657,el2om,الام,0
2658,w3li,وعلي,0
2659,nsiit,نسيت,0
2660,shadid,شادد,0
2661,sad9ouni,صدقوني,0
2662,a7mer,احمر,0
2663,3andou,عندوا,0
2664,mo7asba,محاسبة,0
2665,9ayma,قائمة,0
2666,elkarar,القرار,0
2667,matkhafesh,متخافش,0
2668,i7tirami,احترامي,0
2669,marhala,مرحلة,0
2670,yestahlou,يستاهلو,0
2671,mboutou,مبوتو,0
2672,lvirus,الفيروس,0
2673,i9tissad,اقتصاد,0
2674,walitou,وليتو,0
2675,martin,مرتين,0
2676,wel3ib,والعيب,0
2677,shkounou,شكونو,0
2678,krasihom,كراسيهم,0
2679,ta3li9,تعليق,0
2680,chhada,شهادة,0
2681,ihshem,احشم,0
2682,hadha,هدا,0
2683,9anounya,قانونية,0
2684,t7ebesh,تحبش,0
2685,w9ays,وقيس,0
2686,labess,لابس,0
2687,illi,إلّي,0
2688,lcorona,الكرونا,0
2689,o93dou,اقعدو,0
2690,yassi,ياسي,0
2691,dubai,دبي,0
2692,karahtouna,كرهتونا,0
2693,9alil,قليل,0
2694,fi9ou,فيقو,0
2695,yebda,يبدى,0
2696,olfa,الفة,0
2697,innida2,النداء,0
2698,lebrahmi,البراهمي,0
2699,bifathl,بفضل,0
2700,3omla,عملة,0
2701,fa5r,فخر,0
2702,yetadaa,يتعدى,0
2703,thoubab,ذباب,0
2704,nahki,نحكي,0
2705,samahni,سامحني,0
2706,kawkeb,كوكب,0
2707,tholm,ظلم,0
2708,3i9ab,عقاب,0
2709,houkouma,حكومه,0
2710,khallaha,خلاها,0
2711,wtheb,وتحب,0
2712,moulana,مولانا,0
2713,hasra,حسرة,0
2714,tahkiw,تحكيو,0
2715,yahmel,يحمل,0
2716,lkhalf,الخلف,0
2717,9atlek,قتلك,0
2718,wsayeb,وسيب,0
2719,lfaragh,الفارغ,0
2720,rina,رينا,0
2721,tab3a,تابعة,0
2722,bilwahda,بالواحد,0
2723,ytawel,يطول,0
2724,m3akom,معكم,0
2725,j3al,جعل,0
2726,ennafs,النفس,0
2727,na9sa,ناقصة,0
2728,ynajmou,ينجمو,0
2729,wyemshi,ويمشي,0
2730,ejarima,الجريمة,0
2731,taboubi,طبوبي,0
2732,elmou2assasat,المؤسسات,0
2733,tasrek,تسرق,0
2734,moutahayel,متحيل,0
2735,ha9a,حقا,0
2736,wennife9,والنفاق,0
2737,khirelek,خيرلك,0
2738,erojla,الرجلة,0
2739,ykhalik,يخليك,0
2740,l7e9d,الحقد,0
2741,hathoukom,هاذوكم,0
2742,elwifeyet,الوفيات,0
2743,hami,حامي,0
2744,ezghir,الصغير,0
2745,mousa3da,مساعدة,0
2746,sa7a,صحه,0
2747,khan,خان,0
2748,matet,ماتت,0
2749,tarbya,تربية,0
2750,khalil,خليل,0
2751,sre9,سرق,0
2752,elmorour,المرور,0
2753,nasi7a,نصيحة,0
2754,lflouss,لفلوس,0
2755,wlyoum,واليوم,0
2756,ahlh,اهله,0
2757,a7walh,احوال,0
2758,yahbtou,يهبطو,0
2759,eddajal,الدجال,0
2760,ejawadi,الجوادي,0
2761,whouwa,وهوا,0
2762,man3,منع,0
2763,idara,إدارة,0
2764,takder,تقدر,0
2765,ba,با,0
2766,daw7i,دوحي,0
2767,sha5siyan,شخصيا,0
2768,yokhrjou,يخرجو,0
2769,hayth,حيث,0
2770,bass,بس,0
2771,teshri,تشري,0
2772,etofla,الطفلة,0
2773,l3abd,العبد,0
2774,moudareb,مدرب,0
2775,amni,امني,0
2776,thabet,ثبت,0
2777,bhama,بهامة,0
2778,ba3,باع,0
2779,adiya,عادية,0
2780,mathloum,مظلوم,0
2781,yakhtar,يختار,0
2782,kloshara,كلوشارة,0
2783,i9tissad,الاقتصاد,0
2784,el3amma,العامة,0
2785,kathalika,كذلك,0
2786,etatbi3,التطبيع,0
2787,tawafo9,توافق,0
2788,nkolou,نقولو,0
2789,ela3mel,الاعمال,0
2790,wnass,وناس,0
2791,elfargha,الفارغة,0
2792,elcrouna,الكرونة,0
2793,lilbarlaman,للبرلمان,0
2794,9olhom,قلهم,0
2795,etholm,الظلم,0
2796,er7al,ارحل,0
2797,fat7,فتح,0
2798,bni,بني,0
2799,li2annou,لأنها,0
2800,inti,أنتي,0
2801,bicha3b,بالشعب,0
2802,marrat,مرات,0
2803,safia,صافية,0
2804,koura,كورة,0
2805,jiha,جهة,0
2806,habib,حبيب,0
2807,esaratan,السرطان,0
2808,sara7,صرح,0
2809,osteth,الأستاذ,0
2810,abna2,ابناء,0
2811,we9fet,وقفت,0
2812,y8ader,يغادر,0
2813,na9sou,نقصو,0
2814,zidou,زيدوا,0
2815,a3lik,اعليك,0
2816,lokhrin,لخرين,0
2817,elfashlin,الفاشلين,0
2818,siwa,سوى,0
2819,tho7k,ضحك,0
2820,in5ifath,انخفاض,0
2821,li2annek,لأنك,0
2822,wakil,وكيل,0
2823,itha3a,إذاعة,0
2824,3la,علی,0
2825,mathamash,مثماش,0
2826,elmajd,المجد,0
2827,tkhamem,تخمم,0
2828,ydour,يدور,0
2829,wm3a,ومع,0
2830,tha3,ضاع,0
2831,janna,جنة,0
2832,thara,ذرة,0
2833,nthafa,نظاف,0
2834,touness,طونس,0
2835,mamstek,ممسطك,0
2836,ta9thi,تقضي,0
2837,dam,دام,0
2838,wy7eb,ويحب,0
2839,welfa9r,والفقر,0
2840,ennasfi,الناصفي,0
2841,y3ak3ek,يعكعك,0
2842,wrad,ورد,0
2843,m7ayed,محايد,0
2844,esade9,الصادق,0
2845,allah,ألله,0
2846,lmodda,لمدة,0
2847,tabban,تبا,0
2848,y7awel,يحاول,0
2849,etafeh,التافه,0
2850,3adeh,عادل,0
2851,5lass,خلاص,0
2852,korh,كره,0
2853,tammat,تمت,0
2854,ra9ed,راقد,0
2855,3isha,عيشة,0
2856,wmba3d,ومبعد,0
2857,ya7tarem,يحترم,0
2858,edahmani,الدهماني,0
2859,toslo7,تصلح,0
2860,9ass,قص,0
2861,tlawej,تلوج,0
2862,elbashar,البشر,0
2863,yabhath,يبحث,0
2864,yezzikom,يزيكم,0
2865,ennyaba,النيابة,0
2866,ejadida,الجديدة,0
2867,yemshiw,يمشيو,0
2868,fal7in,فالحين,0
2869,mit5alef,متخلف,0
2870,el5al9,الخلق,0
2871,i5tissass,اختصاص,0
2872,le5or,لخر,0
2873,mathalan,مثلا,0
2874,3abid,عبيد,0
2875,wbarak,وبارك,0
2876,ysalli,يصلي,0
2877,bildostour,بالدستور,0
2878,la3jab,العجب,0
2879,zin,زين,0
2880,a3lih,اعليه,0
2881,essalam,والسلام,0
2882,allah,اللله,0
2883,tthabet,تثبت,0
2884,farha,فرحة,0
2885,lil3ankoush,للعنكوش,0
2886,mojrmin,مجرمين,0
2887,ismha,إسمها,0
2888,el5athra,الخضرة,0
2889,hommal,همال,0
2890,elmas2oulya,المسؤولية,0
2891,ritou,ريتو,0
2892,is9at,اسقاط,0
2893,ya7ther,يحضر,0
2894,amrika,امريكا,0
2895,lfitan,الفتن,0
2896,ra9ada,رقادة,0
2897,turkya,تركيا,0
2898,la7tha,لحظة,0
2899,fiha,فها,0
2900,yetsama,يتسمى,0
2901,yahmihom,يحميهم,0
2902,maaroufa,معروفة,0
2903,wakteh,وقتاه,0
2904,masa7,مصح,0
2905,esou2el,السؤال,0
2906,lazmek,لازمك,0
2907,safir,سفير,0
2908,t7ebouh,تحبوه,0
2909,el5obz,الخبز,0
2910,yedek,يدك,0
2911,niya,نية,0
2912,bina,بنا,0
2913,na3la,نعلة,0
2914,bidek,بيدك,0
2915,yalkaw,يلقاو,0
2916,da2,داء,0
2917,erou7,الروح,0
2918,biddam,بالدم,0
2919,wrab,ورب,0
2920,larb3a,الأربعة,0
2921,9otlou,قلتو,0
2922,mbarka,مباركة,0
2923,yekfi,يكفي,0
2924,biya,بيا,0
2925,l3onwan,العنوان,0
2926,anwe3,انواع,0
2927,kadourim,كدوريم,0
2928,chofna,شفنا,0
2929,3oumala2,عملاء,0
2930,lsale7,لصالح,0
2931,lwaldin,الوالدين,0
2932,mouhem,مهم,0
2933,l7alat,الحالات,0
2934,naw3,نوع,0
2935,abna2,أبناء,0
2936,irhabi,إرهابي,0
2937,sha9i9a,الشقيقة,0
2938,elmounaf9in,المنافقين,0
2939,elerhabiyiin,الإرهابيين,0
2940,elmeliarat,المليارات,0
2941,wa7did,وحيد,0
2942,lem3alem,المعلم,0
2943,5arjou,خرجو,0
2944,athim,عظيم,0
2945,5itab,خطاب,0
2946,eriyadhi,الرياضي,0
2947,elrayes,الريس,0
2948,bilmersad,بالمرصاد,0
2949,elomour,الأمور,0
2950,kathiran,كثيرا,0
2951,yeghfer,يغفر,0
2952,bildin,بالدين,0
2953,dayouth,ديوث,0
2954,enathif,النظيف,0
2955,chaabawiya,شعبوية,0
2956,zaghrata,زغراطة,0
2957,tho3ban,ثعبان,0
2958,lazrag,الازرق,0
2959,lfosfat,الفسفاط,0
2960,khlaw,خلاو,0
2961,ylawej,يلوج,0
2962,ghabi,غبي,0
2963,zfer,زفر,0
2964,rabbi,ربّي,0
2965,sahla,ساهلة,0
2966,3awnek,عونك,0
2967,tbarer,تبرر,0
2968,mawkfek,موقفك,0
2969,kaadna,قعدنا,0
2970,sahafi,صحافي,0
2971,amr,أمر,0
2972,awalhom,اولهم,0
2973,yhaded,يهدد,0
2974,etayar,التيار,0
2975,elidari,الإداري,0
2976,enahdha,النهظة,0
2977,ythaya3,يضيع,0
2978,kidhom,كيدهم,0
2979,tabda,تبدا,0
2980,yothorli,يضهرلي,0
2981,eta7lil,التحليل,0
2982,erta7,ارتاح,0
2983,ljaychna,لجيشنا,0
2984,lharaka,الحركة,0
2985,kablek,قبلك,0
2986,lmasmoum,المسموم,0
2987,akhbarkom,اخباركم,0
2988,yjiw,يجيو,0
2989,chnoua,شنوى,0
2990,wnaamlou,ونعمو,0
2991,arabi,عربي,0
2992,mataleb,مطالب,0
2993,lmakan,المكان,0
2994,t3ab,تعب,0
2995,ela3mel,الأعمال,0
2996,rojla,رجلة,0
2997,y3ichou,يعيشو,0
2998,hab,حاب,0
2999,elamwel,الأموال,0
3000,maaha,معها,0
3001,elhouloul,الحلول,0
3002,z3am,زعام,0
3003,ibn,إبن,0
3004,tkamel,تكمل,0
3005,yo3tabar,يعتبر,0
3006,bidou,بيدو,0
3007,faked,فاقد,0
3008,enihaya,النهاية,0
3009,3azl,عزل,0
3010,intikhabet,الإنتخابات,0
3011,entija,النتيجة,0
3012,sarah,سراح,0
3013,ech3anbi,الشعانبي,0
3014,nachr,نشر,0
3015,mel5r,ملخر,0
3016,fachel,فاشل,0
3017,hateh,هاته,0
3018,elmo5adrat,المخدرات,0
3019,wati,واطي,0
3020,echaabiya,الشعبية,0
3021,mahal,محل,0
3022,jounoud,جنود,0
3023,islam,الإسلام,0
3024,gafsa,قفصة,0
3025,mahboul,مهبول,0
3026,9issa,قصة,0
3027,houmat,حماة,0
3028,manseb,منصب,0
3029,chaabi,شعبي,0
3030,tabda2,تبدأ,0
3031,elahad,الاحد,0
3032,elriyadha,الرياضة,0
3033,yabou,يبداو,0
3034,bilflouss,بالفلوس,0
3035,siyassiyan,سياسيا,0
3036,ysemi,يسمى,0
3037,etunisair,التونيسار,0
3038,diz,دز,0
3039,trashah,ترشح,0
3040,elmaslha,المصلحة,0
3041,farda,فردا,0
3042,hyatou,حياتو,0
3043,oktol,اقتل,0
3044,fana,فانا,0
3045,eljoz2,الجزاء,0
3046,5a2en,خاءن,0
3047,marzouki,مرزوق,0
3048,bhatha,بهذه,0
3049,lmouta,الموتى,0
3050,dakhla,داخلة,0
3051,etakdir,التقدير,0
3052,fekt,فقت,0
3053,elaali,العالي,0
3054,yaaa,يااا,0
3055,lhlal,الحلال,0
3056,etheb,اتحب,0
3057,t7ot,تحط,0
3058,mostawayet,مستويات,0
3059,9arth,قرض,0
3060,mouthir,مثير,0
3061,inih,عينيه,0
3062,lkanoun,لقانون,0
3063,twansa,توانسا,0
3064,mawjoudin,موجودين,0
3065,skrt,سكرت,0
3066,ina,إنا,0
3067,kalba,كلبة,0
3068,lba9iya,البقية,0
3069,enaw3,النوع,0
3070,hhhhhhhhh,هههههههههههههه,0
3071,ya9f,يقف,0
3072,lbatel,الباطل,0
3073,lkyama,القيامة,0
3074,tetrashah,تترشح,0
3075,ethlem,الظلام,0
3076,taayiin,تعيين,0
3077,ejomhour,الجمهور,0
3078,elmakhdou3,المخلوع,0
3079,elkhassa,الخاصة,0
3080,elkanawat,القنوات,0
3081,bhokm,بحكم,0
3082,3idda,عدة,0
3083,echaanbi,الشعباني,0
3084,soussa,سوسة,0
3085,lkhrif,الخريف,0
3086,roushom,روسهم,0
3087,welpetrol,والبترول,0
3088,essout,الصوت,0
3089,ykoun,يكن,0
3090,lfleha,الفلاحة,0
3091,a3da2,اعداء,0
3092,erasmiya,الرسمية,0
3093,elkoura,الكرة,0
3094,bra2is,برئيس,0
3095,wya,ويا,0
3096,ettasaa,التاسعة,0
3097,khedmtou,خدمتو,0
3098,kanouni,قانوني,0
3099,2ams,امس,0
3100,no9ta,النقطة,0
3101,sol7,صلح,0
3102,7awla,حولة,0
3103,ennabi,النبي,0
3104,9ouwad,قواد,0
3105,taharob,تهرب,0
3106,madkhalkom,مدخلكم,0
3107,mazltou,مازلتو,0
3108,lfou9ra,الفقراء,0
3109,rwahna,رواحنا,0
3110,ayeltou,عايلتو,0
3111,thil,ظل,0
3112,makomsh,ماكمش,0
3113,yenjah,ينجح,0
3114,wssore9,والسراق,0
3115,ro93a,رقعة,0
3116,essayda,السيدة,0
3117,5alles,خلص,0
3118,borj,برج,0
3119,achref,أشرف,0
3120,tothhor,تظهر,0
3121,siyassiyin,سياسيين,0
3122,binaa,بناء,0
3123,youfid,يفيد,0
3124,el3alaka,العلاقة,0
3125,wraja3,وارجع,0
3126,sahel,ساهل,0
3127,charf,شرف,0
3128,ghlat,غلط,0
3129,tabib,طبيب,0
3130,sourya,سوريا,0
3131,wtkoul,وتقول,0
3132,matou,ماتوا,0
3133,yasari,يساري,0
3134,thahab,ذهب,0
3135,youjaa,يوجع,0
3136,wyaamel,ويعمل,0
3137,froukh,فروخ,0
3138,raj3et,رجعت,0
3139,arbaa,اربعة,0
3140,dilou,ديلو,0
3141,hawa,هوى,0
3142,yonkoss,ينقص,0
3143,wasa3,وسع,0
3144,sakih,ساقيه,0
3145,chra,شرا,0
3146,ab,اب,0
3147,watan,وطن,0
3148,mathebesh,متحبش,0
3149,bnaya,بنية,0
3150,darhom,دارهم,0
3151,yhezek,يهزك,0
3152,to8re9,تغرق,0
3153,lasl,الاصل,0
3154,twakel,توكل,0
3155,ahlha,اهلها,0
3156,oktlou,قتلوا,0
3157,bikom,بكم,0
3158,mala,مالة,0
3159,lilkouwat,للقوات,0
3160,houmoum,هموم,0
3161,a3mel,اعمال,0
3162,yetwallahom,يتولاهم,0
3163,elbi2a,البيئة,0
3164,ashra,عشر,0
3165,lkadma,القادمة,0
3166,itih,اطيح,0
3167,tonkoss,تنقص,0
3168,edda2,الداء,0
3169,yothorli,يظهرلي,0
3170,tghayer,تغير,0
3171,chi3arat,شعارات,0
3172,ta3eb,تاعب,0
3173,cheb,شاب,0
3174,tra,ترى,0
3175,asmaa,اسمع,0
3176,nastati3,تستطيع,0
3177,dawletna,دولتنا,0
3178,balha,بالها,0
3179,mesda9iya,مصداقية,0
3180,sayatem,سيتم,0
3181,elwahchi,الوحيشي,0
3182,bkolha,بكلها,0
3183,ejbal,الجبل,0
3184,bhaja,بحاجة,0
3185,khawnjia,خوانجية,0
3186,hlouwa,حلوة,0
3187,eshah,الصحاح,0
3188,ethourouf,الظروف,0
3189,twil,طويل,0
3190,chakhsiyat,شخصيات,0
3191,hazouni,هزوني,0
3192,yarj3ouni,يرجعو,0
3193,layla,ليلى,0
3194,tnajamsh,تنجمش,0
3195,s3ayed,سعيّد,0
3196,elyaakoubi,اليعقوبي,0
3197,salem,سالم,0
3198,welaafya,والعافية,0
3199,arham,ارحم,0
3200,yhottou,يحطو,0
3201,yakhthou,ياخذو,0
3202,aji,اجي,0
3203,ra2iss,رنيس,0
3204,tahther,تحضر,0
3205,lasset,لاسط,0
3206,binalti,بينالتي,0
3207,matleb,مطلب,0
3208,lfa5,الفخ,0
3209,toujah,تجاه,0
3210,echwara3,الشوارع,0
3211,mafia,مافيا,0
3212,lmatch,الماتش,0
3213,wnshallah,وانشالله,0
3214,aamlou,عملوا,0
3215,kafakom,كفاكم,0
3216,l9athara,القذرة,0
3217,3echrin,عشرين,0
3218,itmanna,اتمنى,0
3219,lkat,لقات,0
3220,tertah,ترتاح,0
3221,yoktlouh,يقتلوه,0
3222,etho7k,الضحك,0
3223,jabetek,جابتك,0
3224,lessm,الاسم,0
3225,leltwansa,للتوانسة,0
3226,belkachef,بالكاشف,0
3227,welklab,والكلاب,0
3228,mou9abla,مقابلة,0
3229,lhayawen,الحيوان,0
3230,mizaniya,ميزانية,0
3231,tsawer,تصور,0
3232,video,فيديو,0
3233,bzayed,بزايد,0
3234,kadima,قديمة,0
3235,irhabiya,الارهابية,0
3236,arka,عركة,0
3237,elsiyaha,السياحة,0
3238,maaya,معايا,0
3239,nadia,نادية,0
3240,lakhira,الاخير,0
3241,battal,بطال,0
3242,manta9,منطق,0
3243,wakfa,واقفة,0
3244,lilhabess,للحبس,0
3245,eljensiya,الجنسية,0
3246,lma3ari,المعري,0
3247,wyzidik,ويزيدك,0
3248,edsatra,الدساترة,0
3249,moudir,مدير,0
3250,lmaghreb,المغرب,0
3251,darou,دارو,0
3252,9arou,قاهر,0
3253,etala9i7,التلاقيح,0
3254,akhbar,أخبار,0
3255,wasila,وسيلة,0
3256,bdaw,بداو,0
3257,mshaw,مشي,0
3258,lkawanin,القوانين,0
3259,mostahil,المستحيل,0
3260,boutoula,بطولة,0
3261,l9outhat,القضاة,0
3262,elrasoul,الرسول,0
3263,elfari9,الفريق,0
3264,nafsha,نفسها,0
